id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B cell|B cell	B cell|CD4T cell	B cell|CD8T cell	B cell|MNPa(mono)	B cell|MNPb(mono)	B cell|MNPc(DC)	B cell|MNPd(Mac)	B cell|Mast cell	B cell|NK cell	B cell|NKT cell	B cell|Neutrophil	B cell|pDC	CD4T cell|B cell	CD4T cell|CD4T cell	CD4T cell|CD8T cell	CD4T cell|MNPa(mono)	CD4T cell|MNPb(mono)	CD4T cell|MNPc(DC)	CD4T cell|MNPd(Mac)	CD4T cell|Mast cell	CD4T cell|NK cell	CD4T cell|NKT cell	CD4T cell|Neutrophil	CD4T cell|pDC	CD8T cell|B cell	CD8T cell|CD4T cell	CD8T cell|CD8T cell	CD8T cell|MNPa(mono)	CD8T cell|MNPb(mono)	CD8T cell|MNPc(DC)	CD8T cell|MNPd(Mac)	CD8T cell|Mast cell	CD8T cell|NK cell	CD8T cell|NKT cell	CD8T cell|Neutrophil	CD8T cell|pDC	MNPa(mono)|B cell	MNPa(mono)|CD4T cell	MNPa(mono)|CD8T cell	MNPa(mono)|MNPa(mono)	MNPa(mono)|MNPb(mono)	MNPa(mono)|MNPc(DC)	MNPa(mono)|MNPd(Mac)	MNPa(mono)|Mast cell	MNPa(mono)|NK cell	MNPa(mono)|NKT cell	MNPa(mono)|Neutrophil	MNPa(mono)|pDC	MNPb(mono)|B cell	MNPb(mono)|CD4T cell	MNPb(mono)|CD8T cell	MNPb(mono)|MNPa(mono)	MNPb(mono)|MNPb(mono)	MNPb(mono)|MNPc(DC)	MNPb(mono)|MNPd(Mac)	MNPb(mono)|Mast cell	MNPb(mono)|NK cell	MNPb(mono)|NKT cell	MNPb(mono)|Neutrophil	MNPb(mono)|pDC	MNPc(DC)|B cell	MNPc(DC)|CD4T cell	MNPc(DC)|CD8T cell	MNPc(DC)|MNPa(mono)	MNPc(DC)|MNPb(mono)	MNPc(DC)|MNPc(DC)	MNPc(DC)|MNPd(Mac)	MNPc(DC)|Mast cell	MNPc(DC)|NK cell	MNPc(DC)|NKT cell	MNPc(DC)|Neutrophil	MNPc(DC)|pDC	MNPd(Mac)|B cell	MNPd(Mac)|CD4T cell	MNPd(Mac)|CD8T cell	MNPd(Mac)|MNPa(mono)	MNPd(Mac)|MNPb(mono)	MNPd(Mac)|MNPc(DC)	MNPd(Mac)|MNPd(Mac)	MNPd(Mac)|Mast cell	MNPd(Mac)|NK cell	MNPd(Mac)|NKT cell	MNPd(Mac)|Neutrophil	MNPd(Mac)|pDC	Mast cell|B cell	Mast cell|CD4T cell	Mast cell|CD8T cell	Mast cell|MNPa(mono)	Mast cell|MNPb(mono)	Mast cell|MNPc(DC)	Mast cell|MNPd(Mac)	Mast cell|Mast cell	Mast cell|NK cell	Mast cell|NKT cell	Mast cell|Neutrophil	Mast cell|pDC	NK cell|B cell	NK cell|CD4T cell	NK cell|CD8T cell	NK cell|MNPa(mono)	NK cell|MNPb(mono)	NK cell|MNPc(DC)	NK cell|MNPd(Mac)	NK cell|Mast cell	NK cell|NK cell	NK cell|NKT cell	NK cell|Neutrophil	NK cell|pDC	NKT cell|B cell	NKT cell|CD4T cell	NKT cell|CD8T cell	NKT cell|MNPa(mono)	NKT cell|MNPb(mono)	NKT cell|MNPc(DC)	NKT cell|MNPd(Mac)	NKT cell|Mast cell	NKT cell|NK cell	NKT cell|NKT cell	NKT cell|Neutrophil	NKT cell|pDC	Neutrophil|B cell	Neutrophil|CD4T cell	Neutrophil|CD8T cell	Neutrophil|MNPa(mono)	Neutrophil|MNPb(mono)	Neutrophil|MNPc(DC)	Neutrophil|MNPd(Mac)	Neutrophil|Mast cell	Neutrophil|NK cell	Neutrophil|NKT cell	Neutrophil|Neutrophil	Neutrophil|pDC	pDC|B cell	pDC|CD4T cell	pDC|CD8T cell	pDC|MNPa(mono)	pDC|MNPb(mono)	pDC|MNPc(DC)	pDC|MNPd(Mac)	pDC|Mast cell	pDC|NK cell	pDC|NKT cell	pDC|Neutrophil	pDC|pDC
CPI-SS0C412B7DE	CD70_TNFRSF17	simple:P32970	simple:Q02223	CD70	TNFRSF17	True	False	True	InnateDB-All	False	0.278	0.047	0	0.046	0	0.046	0	0	0	0	0	0.181	0.337	0.106	0	0.105	0	0.105	0	0	0	0	0	0.24	0.35	0.119	0	0.118	0	0.118	0	0	0	0	0	0.253	0	0	0	0	0	0	0	0	0	0	0	0	0.243	0.011	0	0.011	0	0.01	0	0	0	0	0	0.145	0.255	0.023	0	0.022	0	0.022	0	0	0	0	0	0.157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.378	0.147	0	0.146	0	0.146	0	0	0	0	0	0.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	TNFSF10	TNFRSF10D	True	False	True	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0.645	0	0.643	0	0.628	0	0.707	0	0	0	0	0	0.615	0	0.614	0	0.599	0	0.678	0	0	0	0	0	0.666	0	0.665	0	0.65	0	0.729	0	0	0	0	0	0.844	0	0.843	0	0.828	0	0.907	0	0	0	0	0	0.166	0	0.165	0	0.15	0	0.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.158	0	1.157	0	1.142	0	1.221	0	0	0	0	0	0.316	0	0.315	0	0.3	0	0.379	0	0	0	0	0	0.263	0	0.261	0	0.246	0	0.325	0	0	0	0	0	1.786	0	1.784	0	1.769	0	1.848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS059EEFDC6	MIF_TNFRSF10D	simple:P14174	simple:Q9UBN6	MIF	TNFRSF10D	True	False	True	I2D,IntAct	False	0	0.882	0	0.881	0	0.865	0	0.945	0	0	0	0	0	1.064	0	1.063	0	1.048	0	1.127	0	0	0	0	0	1.369	0	1.368	0	1.352	0	1.431	0	0	0	0	0	0.832	0	0.83	0	0.815	0	0.894	0	0	0	0	0	0.573	0	0.572	0	0.557	0	0.636	0	0	0	0	0	0.598	0	0.596	0	0.581	0	0.66	0	0	0	0	0	0.983	0	0.982	0	0.967	0	1.046	0	0	0	0	0	0.125	0	0.124	0	0.109	0	0.188	0	0	0	0	0	1.122	0	1.121	0	1.105	0	1.185	0	0	0	0	0	1.226	0	1.225	0	1.21	0	1.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.808	0	0.807	0	0.792	0	0.871	0	0	0	0
CPI-SS0A81A3626	WNT7A_LDLR	simple:O00755	simple:P01130	WNT7A	LDLR	True	False	True	InnateDB-All	False	0	0	0	0	0	0	0	0	0	0	0	0	0.047	0.211	0.179	0.251	0.162	0.127	0.116	0	0.354	0.098	0	0.379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0FF49C823	EFNA1_EPHA1	simple:P20827	simple:P21709	EFNA1	EPHA1	True	False	True	curated	False	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184	0	0	0	0	0	0	0	0	0
CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	EFNA1	EPHA2	True	False	True	curated	False	0.053	0.013	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044	0.004	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0.014	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136	0.096	0	0	0	0.098	0	0	0	0	0	0
CPI-SC001669E22	GDF11_TGFR_AVR2A	simple:O95390	complex:TGFR_AVR2A	GDF11		True	False	True	curated	False	0	0.201	0.167	0.15	0.189	0.148	0.222	0	0.152	0.184	0	0	0	0.123	0.088	0.071	0.111	0.069	0.144	0	0.074	0.106	0	0	0	0.118	0.083	0.066	0.105	0.064	0.138	0	0.069	0.1	0	0	0	0.062	0.028	0.011	0.05	0.009	0.083	0	0.013	0.045	0	0	0	0.081	0.046	0.029	0.068	0.027	0.101	0	0.032	0.063	0	0	0	0.071	0.036	0.02	0.059	0.017	0.092	0	0.022	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.075	0.058	0.098	0.056	0.131	0	0.061	0.093	0	0	0	0.203	0.168	0.151	0.19	0.149	0.223	0	0.154	0.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC017215F7F	GDF11_TGFR_AVR2B	simple:O95390	complex:TGFR_AVR2B	GDF11		True	False	True	curated	False	0	0.165	0	0.148	0	0	0	0	0.163	0.177	0	0	0	0.086	0	0.069	0	0	0	0	0.085	0.099	0	0	0	0.081	0	0.064	0	0	0	0	0.08	0.093	0	0	0	0.025	0	0.009	0	0	0	0	0.024	0.038	0	0	0	0.044	0	0.027	0	0	0	0	0.042	0.056	0	0	0	0.034	0	0.018	0	0	0	0	0.033	0.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073	0	0.056	0	0	0	0	0.072	0.086	0	0	0	0.166	0	0.149	0	0	0	0	0.165	0.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS073811AB3	TNFRSF11B_TNFSF11	simple:O00300	simple:O14788	TNFRSF11B	TNFSF11	True	False	True	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC098C06330	TGFB1_TGFbeta receptor1	simple:P01137	complex:TGFbeta receptor1	TGFB1		True	False	True	curated	False	0	0.253	0.204	0.198	0.199	0.261	0.372	0	0.315	0.234	0	0.331	0	0.574	0.524	0.519	0.52	0.581	0.692	0	0.636	0.555	0	0.651	0	0.746	0.696	0.691	0.691	0.753	0.864	0	0.808	0.727	0	0.823	0	0.766	0.717	0.711	0.712	0.774	0.885	0	0.828	0.747	0	0.844	0	0.669	0.619	0.614	0.615	0.677	0.787	0	0.731	0.65	0	0.746	0	0.428	0.378	0.373	0.374	0.436	0.546	0	0.49	0.409	0	0.505	0	0.347	0.297	0.292	0.293	0.354	0.465	0	0.409	0.328	0	0.424	0	0.776	0.726	0.721	0.722	0.784	0.894	0	0.838	0.757	0	0.853	0	0.999	0.95	0.945	0.945	1.007	1.118	0	1.061	0.98	0	1.077	0	0.42	0.37	0.365	0.366	0.428	0.538	0	0.482	0.401	0	0.497	0	0	0	0	0	0	0	0	0	0	0	0	0	0.409	0.36	0.354	0.355	0.417	0.528	0	0.471	0.39	0	0.487
CPI-SC0D5CFA431	TGFB3_TGFbeta receptor1	simple:P10600	complex:TGFbeta receptor1	TGFB3		True	False	True	curated	False	0	0.132	0.082	0.077	0.078	0.139	0.25	0	0.194	0.113	0	0.209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128	0.078	0.073	0.074	0.136	0.246	0	0.19	0.109	0	0.205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC03DD946B2	TGFB2_TGFbeta receptor1	simple:P61812	complex:TGFbeta receptor1	TGFB2		True	False	True	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124	0.074	0.069	0.07	0.131	0.242	0	0.186	0.105	0	0.201	0	0.117	0.067	0.062	0.063	0.125	0.235	0	0.179	0.098	0	0.194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0984894BC	TGFB1_TGFbeta receptor2	simple:P01137	complex:TGFbeta receptor2	TGFB1		True	False	True	curated	False	0.148	0.178	0	0.181	0.177	0.203	0	0.231	0.181	0.229	0	0.331	0.468	0.498	0	0.501	0.497	0.524	0	0.551	0.502	0.55	0	0.651	0.64	0.67	0	0.673	0.669	0.695	0	0.723	0.674	0.722	0	0.823	0.661	0.691	0	0.694	0.689	0.716	0	0.744	0.694	0.742	0	0.844	0.563	0.593	0	0.597	0.592	0.619	0	0.646	0.597	0.645	0	0.746	0.322	0.352	0	0.356	0.351	0.378	0	0.406	0.356	0.404	0	0.505	0.241	0.271	0	0.274	0.27	0.297	0	0.324	0.275	0.323	0	0.424	0.67	0.7	0	0.704	0.699	0.726	0	0.753	0.704	0.752	0	0.853	0.894	0.924	0	0.927	0.923	0.949	0	0.977	0.927	0.975	0	1.077	0.314	0.344	0	0.348	0.343	0.37	0	0.397	0.348	0.396	0	0.497	0	0	0	0	0	0	0	0	0	0	0	0	0.304	0.334	0	0.337	0.332	0.359	0	0.387	0.337	0.385	0	0.487
CPI-SC0077CEB82	TGFB3_TGFbeta receptor2	simple:P10600	complex:TGFbeta receptor2	TGFB3		True	False	True	curated	False	0.026	0.056	0	0.06	0.055	0.082	0	0.109	0.06	0.108	0	0.209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0.052	0	0.056	0.051	0.078	0	0.106	0.056	0.104	0	0.205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC032246C72	TGFB2_TGFbeta receptor2	simple:P61812	complex:TGFbeta receptor2	TGFB2		True	False	True	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0.048	0	0.051	0.047	0.074	0	0.101	0.052	0.1	0	0.201	0.011	0.041	0	0.045	0.04	0.067	0	0.095	0.045	0.093	0	0.194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS00BD8FF72	POMC_MC1R	simple:P01189	simple:Q01726	POMC	MC1R	True	False	True	guidetopharmacology.org	False	0	0.095	0	0	0	0.039	0	0	0.031	0	0	0	0	0.096	0	0	0	0.039	0	0	0.031	0	0	0	0	0.268	0	0	0	0.212	0	0	0.204	0	0	0	0	0.107	0	0	0	0.051	0	0	0.043	0	0	0	0	0.16	0	0	0	0.104	0	0	0.095	0	0	0	0	0.123	0	0	0	0.067	0	0	0.059	0	0	0	0	0.139	0	0	0	0.083	0	0	0.075	0	0	0	0	0.202	0	0	0	0.146	0	0	0.138	0	0	0	0	0.212	0	0	0	0.155	0	0	0.147	0	0	0	0	0.125	0	0	0	0.069	0	0	0.061	0	0	0	0	0.342	0	0	0	0.285	0	0	0.277	0	0	0	0	0.161	0	0	0	0.104	0	0	0.096	0	0	0
CPI-SS0E9F84F1F	LEFTY1_TDGF1	simple:O75610	simple:P13385	LEFTY1	TDGF1	True	False	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0DF5E47DB	SCGB3A1_MARCO	simple:Q96QR1	simple:Q9UEW3	SCGB3A1	MARCO	True	False	True	I2D,InnateDB-All	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083	0	0.251	0.263	0.073	0.16	0	0	0	0	0	0	0.074	0	0.242	0.254	0.065	0.151	0	0	0	0	0	0	0.044	0	0.213	0.224	0.035	0.122	0	0	0	0	0	0	0.165	0	0.333	0.345	0.155	0.242	0	0	0	0	0	0	0.036	0	0.204	0.216	0.026	0.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS00F282936	CXCR6_CXCL16	simple:O00574	simple:Q9H2A7	CXCR6	CXCL16	True	True	True	guidetopharmacology.org	False	0.014	0.048	0	0.428	1.163	1.816	2.372	0.065	0.02	0	0	0	0.461	0.495	0	0.876	1.611	2.264	2.82	0.512	0.468	0	0	0	1.252	1.286	0	1.667	2.402	3.055	3.611	1.303	1.259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.06	0	0.44	1.175	1.828	2.384	0.077	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0.17	0	0.55	1.285	1.938	2.494	0.187	0.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS04318D03E	ACKR2_CCL3	simple:O00590	simple:P10147	ACKR2	CCL3	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472	1.515	0.783	2.661	1.25	8.182	5.181	0	18.83	1.507	0	1.973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0AFE077D8	ACKR2_CCL4	simple:O00590	simple:P13236	ACKR2	CCL4	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.343	1.715	24.869	0.663	0.61	3.849	5	3.15	25.82	19.166	0	1.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS03165AD8C	ACKR2_CCL2	simple:O00590	simple:P13500	ACKR2	CCL2	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0	0.122	0	1.688	0.093	0.524	0.012	0.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0AE4CF4E7	ACKR2_CCL5	simple:O00590	simple:P13501	ACKR2	CCL5	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278	3.759	20.938	0.129	0.105	0.183	0	0	12.216	15.679	0	0.568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS073B0CE7A	ACKR2_CCL3L3	simple:O00590	simple:P16619	ACKR2	CCL3L3	True	True	False	I2D	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.71	0.88	1.653	3.741	1.74	0	2.582	0.288	2.37	0.605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0BE8BE8E9	ACKR2_CCL8	simple:O00590	simple:P80075	ACKR2	CCL8	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042	1.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS09AFCF898	CCR2_CCL8	simple:P41597	simple:P80075	CCR2	CCL8	True	True	False	curated	False	0	0	0	0	0	0.095	1.214	0	0	0	0	0	0	0	0	0	0	0.144	1.262	0	0	0	0	0	0	0	0	0	0	0.142	1.261	0	0	0	0	0	0	0	0	0	0	0.155	1.273	0	0	0	0	0	0	0	0	0	0	0.04	1.159	0	0	0	0	0	0	0	0	0	0	0.157	1.275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168	1.286	0	0	0	0	0
CPI-SS0F8C2FA91	CCR1_CCL8	simple:P32246	simple:P80075	CCR1	CCL8	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112	1.23	0	0	0	0	0	0	0	0	0	0	0.203	1.321	0	0	0	0	0	0	0	0	0	0	0.589	1.707	0	0	0	0	0	0	0	0	0	0	0.34	1.458	0	0	0	0	0	0	0	0	0	0	0.184	1.302	0	0	0	0	0	0	0	0	0	0	0.461	1.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095	1.213	0	0	0	0	0	0	0	0	0	0	0.072	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0E7EDE823	CCR3_CCL8	simple:P51677	simple:P80075	CCR3	CCL8	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	1.168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0DFAF1FE2	CCR5_CCL8	simple:P51681	simple:P80075	CCR5	CCL8	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115	1.233	0	0	0	0	0	0	0	0	0	0	0.234	1.352	0	0	0	0	0	0	0	0	0	0	0.049	1.167	0	0	0	0	0	0	0	0	0	0	0.126	1.244	0	0	0	0	0	0	0	0	0	0	0.061	1.179	0	0	0	0	0	0	0	0	0	0	0.208	1.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	1.18	0	0	0	0	0	0	0	0	0	0	0.072	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182	1.3	0	0	0	0	0
